primary_method,active_standardized_method_name,active_method_class,scoring_standardized_method_name,scoring_method_class,instructions_standardized_method_name,instructions_method_class,final_standardized_method_name,final_method_class,decision
S/Z-count measure over F third arguments,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
semantic (interpretation-based) termination proof,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
Semantic argument,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
semantic argument based on interpreting the `S`/`Z` constructors as natural numbers with a well-founded ordering,,,natural_number_interpretation,polynomial,natural_number_interpretation,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
semantic argument based on natural number interpretation,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
Semantic measure-based argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
semantic measure-based argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
semantic termination argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
semantic termination argument via a well-founded measure,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
semantic termination proof,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
semantic termination proof via a custom well-founded measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
semantic weight / polynomial interpretation,,,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,scoring_reviewed_migration
semantic weight/measure argument,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
Semantic/structural reasoning,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
simple measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
simple measure on size of third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
simple measure on third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
simple size measure / case analysis on eight rules,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
simple termination measure,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
simple well-founded measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
simplification order / structural induction,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
simplification ordering (LPO/RPO),,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
simplification ordering (recursive path ordering or polynomial interpretation),path_order_generic,path_order,path_order_generic,path_order,,,path_order_generic,path_order,sources_agree
simplification ordering (RPO / polynomial interpretation),,,path_order_generic,path_order,,,path_order_generic,path_order,scoring_reviewed_migration
simplification ordering / lexicographic path ordering,,,path_order_generic,path_order,,,path_order_generic,path_order,scoring_reviewed_migration
simulating reduction sequences,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size + grape-count measure,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
size descent (constructor count) with terminal rules,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
"size descent / well-founded measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
size function,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
"size induction (root-only, no congruence)",structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
size measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size measure (constructor count),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
"size measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
"size measure / case analysis (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
size measure / interpretation function,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
"size measure / structural induction (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
size measure on the third argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size measure on third argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size measure on third argument of F,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,sources_agree
size measure on third argument of outermost F,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size of third argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size-based induction proving Acc Step for all terms,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
size-based induction with increasing-rule irreducibility argument,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
size-based rule classification with terminal increasing cases,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size-based structural induction over root cases,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
size-based structural induction with root-constructor case split,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
size-decreasing measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
size/depth lexicographic measure on third argument,lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
size/height induction under root-step rewriting,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
size/measure + RPO + polynomial interpretation,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
size/numeric interpretation,,,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,scoring_reviewed_migration
size‑decrease measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
standard simplification order (LPO/RPO),,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
standard structural induction on third argument of F,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
strictly decreasing recursion on third argument,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
strong induction on banana-grape depth measure,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
strong induction on lexicographic measure,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
strong induction on measure,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
strong induction on term size,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
strong induction on term size under root-step relation,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
strong induction on term size with root-only rule classification,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural accessibility proof by constructor cases,,,accessibility_induction,structural_induction,accessibility_induction,structural_induction,well_founded_induction,structural_induction,scoring_reviewed_migration
structural analysis,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
